category,city,mean,min,max,median
ferrous-metal-scrap,agra,56.833333333333336,30.0,140.0,43.0
ferrous-metal-scrap,allahabad,38.8,25.0,49.0,40.0
ferrous-metal-scrap,amritsar,62.166666666666664,40.5,100.0,46.0
ferrous-metal-scrap,amroha,67.66666666666667,19.0,145.0,39.0
pet-bottle-flake,allahabad,46.0,46.0,46.0,46.0
