category,city,mean,min,max,median
ferrous-metal-scrap,agra,56.833333333333336,30.0,140.0,43.0
ferrous-metal-scrap,ahmedabad,66.33333333333333,22.0,135.0,48.0
ferrous-metal-scrap,allahabad,38.8,25.0,49.0,40.0
ferrous-metal-scrap,amritsar,62.333333333333336,41.0,100.0,46.0
ferrous-metal-scrap,amroha,92.0,39.0,145.0,92.0
pet-bottle-flake,ahmedabad,57.63157894736842,38.0,85.0,58.0
pet-bottle-flake,allahabad,46.0,46.0,46.0,46.0
pet-bottle-flake,amritsar,80.0,80.0,80.0,80.0
