category,city,mean,min,max,median
ferrous-metal-scrap,agra,52.285714285714285,25.0,140.0,40.0
ferrous-metal-scrap,allahabad,38.8,25.0,49.0,40.0
ferrous-metal-scrap,amritsar,60.0,34.0,100.0,46.0
ferrous-metal-scrap,amroha,29.0,19.0,39.0,29.0
pet-bottle-flake,agra,61.0,60.0,62.0,61.0
pet-bottle-flake,allahabad,46.0,46.0,46.0,46.0
